"Nest" "FoodTreatment" "SexParent" "ArrivalTime" "SiblingNegotiation" "BroodSize" "NegPerChick"
"438" "Oleyes" "Satiated" "Female" 26.1 0 5 0
"439" "Oleyes" "Satiated" "Male" 26.28 13 5 2.6
"440" "Oleyes" "Satiated" "Female" 26.4 13 5 2.6
"441" "Oleyes" "Satiated" "Male" 26.55 0 5 0
"442" "Oleyes" "Deprived" "Female" 26.63 4 5 0.8
"443" "Oleyes" "Deprived" "Male" 26.75 4 5 0.8
"444" "Oleyes" "Satiated" "Male" 26.8 0 5 0
"445" "Oleyes" "Satiated" "Male" 26.98 0 5 0
"446" "Oleyes" "Deprived" "Male" 27.13 10 5 2
"447" "Oleyes" "Deprived" "Female" 27.31 10 5 2
"448" "Oleyes" "Deprived" "Female" 27.83 6 5 1.2
"449" "Oleyes" "Deprived" "Male" 28.03 2 5 0.4
"450" "Oleyes" "Satiated" "Female" 28.25 0 5 0
"451" "Oleyes" "Deprived" "Female" 28.86 0 5 0
"452" "Payerne" "Satiated" "Male" 22.08 6 5 1.2
"453" "Payerne" "Satiated" "Female" 22.15 6 5 1.2
"454" "Payerne" "Satiated" "Female" 22.61 8 5 1.6
"455" "Payerne" "Satiated" "Male" 22.63 8 5 1.6
"456" "Payerne" "Satiated" "Female" 22.71 8 5 1.6
"457" "Payerne" "Deprived" "Male" 22.78 8 5 1.6
"458" "Payerne" "Satiated" "Male" 22.88 7 5 1.4
"459" "Payerne" "Deprived" "Female" 23.01 15 5 3
"460" "Payerne" "Satiated" "Male" 23.03 8 5 1.6
"461" "Payerne" "Satiated" "Female" 23.1 8 5 1.6
"462" "Payerne" "Satiated" "Female" 23.35 0 5 0
"463" "Payerne" "Satiated" "Male" 23.43 0 5 0
"464" "Payerne" "Satiated" "Male" 23.68 1 5 0.2
"465" "Payerne" "Satiated" "Male" 24.1 8 5 1.6
"466" "Payerne" "Satiated" "Male" 24.35 5 5 1
"467" "Payerne" "Satiated" "Male" 24.48 5 5 1
"468" "Payerne" "Satiated" "Male" 25 7 5 1.4
"469" "Payerne" "Deprived" "Male" 25.05 10 5 2
"470" "Payerne" "Deprived" "Male" 25.26 14 5 2.8
"471" "Payerne" "Satiated" "Female" 25.35 0 5 0
"472" "Payerne" "Deprived" "Female" 25.36 14 5 2.8
"473" "Payerne" "Satiated" "Male" 25.51 0 5 0
"474" "Payerne" "Satiated" "Male" 25.85 0 5 0
"475" "Payerne" "Satiated" "Male" 26.31 0 5 0
"476" "Payerne" "Satiated" "Male" 27.53 0 5 0
"477" "Rueyes" "Deprived" "Female" 22.01 6 4 1.5
"478" "Rueyes" "Satiated" "Female" 22.06 0 4 0
"479" "Rueyes" "Deprived" "Male" 22.26 10 4 2.5
"480" "Rueyes" "Satiated" "Male" 22.35 18 4 4.5
"481" "Rueyes" "Satiated" "Male" 22.38 18 4 4.5
"482" "Rueyes" "Satiated" "Male" 22.48 18 4 4.5
"483" "Rueyes" "Satiated" "Male" 22.5 18 4 4.5
"484" "Rueyes" "Satiated" "Male" 22.58 11 4 2.75
"485" "Rueyes" "Deprived" "Male" 22.7 7 4 1.75
"486" "Rueyes" "Satiated" "Male" 22.95 11 4 2.75
"487" "Rueyes" "Satiated" "Male" 23.78 9 4 2.25
"488" "Rueyes" "Deprived" "Male" 24.05 6 4 1.5
"489" "Rueyes" "Deprived" "Male" 24.31 6 4 1.5
"490" "Rueyes" "Satiated" "Female" 25.06 0 4 0
"491" "Rueyes" "Satiated" "Male" 25.33 0 4 0
"492" "Rueyes" "Deprived" "Male" 25.35 1 4 0.25
"493" "Rueyes" "Deprived" "Female" 28.2 7 4 1.75
"494" "Seiry" "Satiated" "Female" 22.13 1 6 0.16666667
"495" "Seiry" "Deprived" "Female" 22.43 16 6 2.66666667
"496" "Seiry" "Deprived" "Male" 22.46 16 6 2.66666667
"497" "Seiry" "Satiated" "Female" 22.83 2 6 0.33333333
"498" "Seiry" "Satiated" "Male" 22.85 2 6 0.33333333
"499" "Seiry" "Satiated" "Female" 23.03 26 6 4.33333333
"500" "Seiry" "Satiated" "Male" 23.35 1 6 0.16666667
"501" "Seiry" "Satiated" "Male" 23.55 8 6 1.33333333
"502" "Seiry" "Satiated" "Female" 23.6 8 6 1.33333333
"503" "Seiry" "Deprived" "Male" 23.81 13 6 2.16666667
"504" "Seiry" "Satiated" "Male" 24.01 2 6 0.33333333
"505" "Seiry" "Deprived" "Female" 24.23 15 6 2.5
"506" "Seiry" "Deprived" "Male" 24.43 8 6 1.33333333
"507" "Seiry" "Satiated" "Female" 24.45 0 6 0
"508" "Seiry" "Satiated" "Male" 24.55 10 6 1.66666667
"509" "Seiry" "Deprived" "Male" 24.93 6 6 1
"510" "Seiry" "Satiated" "Male" 24.95 7 6 1.16666667
"511" "Seiry" "Satiated" "Male" 25.8 2 6 0.33333333
"512" "Seiry" "Satiated" "Male" 26 2 6 0.33333333
"513" "Seiry" "Deprived" "Male" 26.01 17 6 2.83333333
"514" "Seiry" "Satiated" "Male" 26.16 11 6 1.83333333
"515" "Seiry" "Deprived" "Male" 26.33 13 6 2.16666667
"516" "Seiry" "Deprived" "Female" 27.1 4 6 0.66666667
"517" "Seiry" "Satiated" "Male" 27.11 0 6 0
"518" "Seiry" "Satiated" "Female" 27.4 6 6 1
"519" "Seiry" "Satiated" "Female" 27.63 26 6 4.33333333
"520" "Sevaz" "Deprived" "Male" 22.86 6 1 6
"521" "Sevaz" "Satiated" "Female" 23.85 3 1 3
"522" "Sevaz" "Satiated" "Male" 26 6 1 6
"523" "Sevaz" "Satiated" "Male" 27.96 1 1 1
"524" "StAubin" "Satiated" "Female" 22.51 2 4 0.5
"525" "StAubin" "Satiated" "Male" 22.51 2 4 0.5
"526" "StAubin" "Deprived" "Female" 22.55 12 4 3
"527" "StAubin" "Satiated" "Female" 23.03 0 4 0
"528" "StAubin" "Deprived" "Female" 23.03 1 4 0.25
"529" "StAubin" "Deprived" "Male" 23.3 2 4 0.5
"530" "StAubin" "Satiated" "Female" 23.35 6 4 1.5
"531" "StAubin" "Satiated" "Female" 23.61 1 4 0.25
"532" "StAubin" "Deprived" "Female" 23.66 9 4 2.25
"533" "StAubin" "Deprived" "Female" 23.85 8 4 2
"534" "StAubin" "Deprived" "Female" 24.06 6 4 1.5
"535" "StAubin" "Satiated" "Female" 24.38 0 4 0
"536" "StAubin" "Deprived" "Female" 24.38 0 4 0
"537" "StAubin" "Deprived" "Female" 25.11 4 4 1
"538" "StAubin" "Satiated" "Female" 25.3 0 4 0
"539" "StAubin" "Deprived" "Female" 25.36 3 4 0.75
"540" "StAubin" "Satiated" "Female" 26.16 5 4 1.25
"541" "StAubin" "Satiated" "Female" 26.83 0 4 0
"542" "StAubin" "Deprived" "Male" 27.25 0 4 0
"543" "StAubin" "Deprived" "Female" 27.43 1 4 0.25
"544" "StAubin" "Satiated" "Female" 27.43 9 4 2.25
"545" "StAubin" "Deprived" "Female" 27.71 12 4 3
"546" "StAubin" "Deprived" "Female" 27.91 8 4 2
"547" "Trey" "Deprived" "Female" 22.05 16 5 3.2
"548" "Trey" "Satiated" "Female" 22.43 1 5 0.2
"549" "Trey" "Satiated" "Male" 22.73 12 5 2.4
"550" "Trey" "Satiated" "Female" 22.9 25 5 5
"551" "Trey" "Satiated" "Male" 23.2 16 5 3.2
"552" "Trey" "Satiated" "Female" 23.45 20 5 4
"553" "Trey" "Satiated" "Male" 23.73 23 5 4.6
"554" "Trey" "Satiated" "Female" 24.15 2 5 0.4
"555" "Trey" "Satiated" "Female" 24.36 11 5 2.2
"556" "Trey" "Satiated" "Female" 24.5 11 5 2.2
"557" "Trey" "Satiated" "Male" 24.6 3 5 0.6
"558" "Trey" "Satiated" "Male" 24.93 18 5 3.6
"559" "Trey" "Satiated" "Female" 25.28 5 5 1
"560" "Trey" "Satiated" "Female" 25.8 1 5 0.2
"561" "Trey" "Satiated" "Male" 25.86 1 5 0.2
"562" "Trey" "Satiated" "Female" 26.1 8 5 1.6
"563" "Trey" "Satiated" "Male" 27.66 0 5 0
"564" "Trey" "Satiated" "Female" 27.76 11 5 2.2
"565" "Trey" "Satiated" "Female" 27.93 11 5 2.2
"566" "Yvonnand" "Satiated" "Female" 21.71 10 7 1.42857143
"567" "Yvonnand" "Satiated" "Female" 21.73 10 7 1.42857143
"568" "Yvonnand" "Satiated" "Female" 21.91 17 7 2.42857143
"569" "Yvonnand" "Satiated" "Male" 21.93 17 7 2.42857143
"570" "Yvonnand" "Satiated" "Female" 21.95 17 7 2.42857143
"571" "Yvonnand" "Deprived" "Male" 21.96 6 7 0.85714286
"572" "Yvonnand" "Deprived" "Female" 22.18 19 7 2.71428571
"573" "Yvonnand" "Satiated" "Male" 22.28 4 7 0.57142857
"574" "Yvonnand" "Deprived" "Male" 22.3 31 7 4.42857143
"575" "Yvonnand" "Deprived" "Male" 22.5 31 7 4.42857143
"576" "Yvonnand" "Satiated" "Male" 22.56 10 7 1.42857143
"577" "Yvonnand" "Deprived" "Female" 22.6 23 7 3.28571429
"578" "Yvonnand" "Deprived" "Male" 22.6 23 7 3.28571429
"579" "Yvonnand" "Deprived" "Male" 22.9 15 7 2.14285714
"580" "Yvonnand" "Satiated" "Male" 23.25 0 7 0
"581" "Yvonnand" "Satiated" "Female" 23.46 6 7 0.85714286
"582" "Yvonnand" "Satiated" "Female" 23.53 1 7 0.14285714
"583" "Yvonnand" "Satiated" "Female" 23.63 1 7 0.14285714
"584" "Yvonnand" "Deprived" "Male" 24 9 7 1.28571429
"585" "Yvonnand" "Deprived" "Male" 24.31 6 7 0.85714286
"586" "Yvonnand" "Deprived" "Male" 24.56 8 7 1.14285714
"587" "Yvonnand" "Deprived" "Male" 24.73 10 7 1.42857143
"588" "Yvonnand" "Satiated" "Male" 25.25 4 7 0.57142857
"589" "Yvonnand" "Satiated" "Female" 25.41 11 7 1.57142857
"590" "Yvonnand" "Satiated" "Female" 25.56 9 7 1.28571429
"591" "Yvonnand" "Satiated" "Female" 25.76 14 7 2
"592" "Yvonnand" "Deprived" "Male" 26.15 13 7 1.85714286
"593" "Yvonnand" "Deprived" "Male" 26.76 22 7 3.14285714
"594" "Yvonnand" "Deprived" "Male" 27.23 7 7 1
"595" "Yvonnand" "Deprived" "Female" 27.25 7 7 1
"596" "Yvonnand" "Deprived" "Male" 28.45 5 7 0.71428571
"597" "Yvonnand" "Deprived" "Female" 28.86 15 7 2.14285714
"598" "Yvonnand" "Deprived" "Male" 29.21 10 7 1.42857143
"599" "Yvonnand" "Satiated" "Female" 29.23 0 7 0
